meal_name,diet_type,cost_inr,ingredients,num_ingredients,calories,prep_time,protein,fat,carbs,vegan,vegetarian,keto,paleo,gluten_free,mediterranean,is_healthy
Chicken Stir Fry,Non-veg,225,"chicken breast, bell peppers, onion, soy sauce, ginger",0.9090909090909092,0.96,0.84,0.033003479044054,0.9146011146468828,0.2446609982333986,0,0,1,1,1,0,0
Gluten-Free Pasta,Veg,146,"rice pasta, tomato sauce, garlic, olive oil, basil",0.2727272727272727,0.9090909090909092,0.46,0.3130593323888512,0.7820147437429052,0.2743641429477412,0,0,0,0,1,0,0
Cauliflower Rice Bowl,Veg,152,"cauliflower, bell peppers, broccoli, tofu, soy sauce",0.3636363636363636,0.0872727272727272,0.12,0.9805341429594464,0.4596994411924502,0.5573445081808439,1,1,0,1,1,0,0

Dal Makhani,Veg,160,"black lentils, kidney beans, butter, cream, onion, tomato, garam masala",0.7272727273,0.457143,0.529412,0.4,0.327273,0.872727,0,1,0,0,1,0,0
Chole Bhature,Veg,130,"chickpeas, refined flour, onion, tomato, chole masala, butter, yogurt",0.0909090909,0.685714,0.470588,0.363636,0.436364,1.0,0,1,0,0,0,0,0
Methi Thepla,Veg,110,"fenugreek leaves, whole wheat flour, yogurt, turmeric, cumin, oil, green chilli",0.9090909091,0.157143,0.235294,0.181818,0.163636,0.8,0,1,0,0,0,0,1
Matar Paneer,Veg,175,"paneer, green peas, onion, tomato, ginger, garam masala, oil",0.1818181818,0.314286,0.294118,0.381818,0.4,0.436364,0,1,0,0,1,0,1
Kadai Vegetables,Veg,150,"bell peppers, paneer, onion, tomato, kadai masala, oil, coriander",0.7272727273,0.214286,0.235294,0.254545,0.290909,0.545455,0,1,0,0,1,0,1
Pesarattu,Veg,100,"green moong dal, rice, ginger, cumin, green chilli, onion, oil",0.0,0.114286,0.294118,0.272727,0.090909,0.763636,1,1,0,0,1,0,1
Aloo Paratha,Veg,120,"whole wheat flour, potato, onion, cumin, ajwain, butter, green chilli",0.4545454545,0.4,0.294118,0.2,0.272727,1.0,0,1,0,0,0,0,0
Kadhi Pakora,Veg,130,"yogurt, chickpea flour, onion, fenugreek, mustard seeds, ghee, turmeric",0.5454545455,0.228571,0.411765,0.236364,0.254545,0.690909,0,1,0,0,1,0,0
Bisi Bele Bath,Veg,140,"toor dal, basmati rice, mixed vegetables, tamarind, ghee, sambar masala, cashews",0.8181818182,0.371429,0.470588,0.290909,0.2,1.0,0,1,0,0,1,0,1
Pav Bhaji,Veg,130,"mixed vegetables, butter, pav bread, pav bhaji masala, onion, tomato, lemon",0.2727272727,0.485714,0.294118,0.218182,0.327273,1.0,0,1,0,0,0,0,0
Rava Upma,Veg,90,"semolina, mustard seeds, curry leaves, carrot, peas, oil, onion",0.0909090909,0.157143,0.176471,0.163636,0.145455,0.872727,1,1,0,0,0,0,1
Vegetable Khichdi,Veg,120,"moong dal, basmati rice, carrot, peas, turmeric, ghee, cumin",0.5454545455,0.271429,0.294118,0.272727,0.163636,1.0,0,1,0,0,1,0,1
Paneer Bhurji,Veg,160,"paneer, onion, tomato, green chilli, turmeric, cumin, coriander",0.5454545455,0.257143,0.176471,0.436364,0.4,0.218182,0,1,0,0,1,0,1
Avial,Veg,130,"mixed vegetables, coconut, yogurt, curry leaves, turmeric, cumin, mustard oil",0.0909090909,0.128571,0.352941,0.127273,0.254545,0.581818,0,1,0,0,1,0,1
Gujarati Dal,Veg,120,"toor dal, peanuts, kokum, jaggery, mustard seeds, ghee, curry leaves",0.0,0.2,0.294118,0.254545,0.181818,0.836364,0,1,0,0,1,0,1
Rajasthani Gatte Ki Sabzi,Veg,155,"chickpea flour, yogurt, mustard seeds, red chilli, ghee, turmeric, coriander",0.0909090909,0.285714,0.411765,0.272727,0.254545,0.763636,0,1,0,0,1,0,0




Appam with Stew,Veg,140,"rice flour, coconut milk, mixed vegetables, cardamom, curry leaves, oil, onion",0.2727272727,0.242857,0.411765,0.145455,0.218182,0.945455,1,1,0,0,1,0,1
Lauki Chana Dal,Veg,110,"bottle gourd, chana dal, onion, tomato, cumin, turmeric, mustard oil",0.5454545455,0.157143,0.352941,0.290909,0.127273,0.727273,1,1,0,0,1,0,1
Stuffed Bell Peppers Indian,Veg,165,"bell peppers, paneer, onion, tomato, spices, oil, coriander",0.0909090909,0.2,0.294118,0.327273,0.254545,0.509091,0,1,0,0,1,0,1
Sindhi Kadhi,Veg,135,"chickpea flour, cluster beans, drumstick, potato, okra, turmeric, mustard seeds",0.5454545455,0.171429,0.411765,0.218182,0.181818,0.727273,0,1,0,0,1,0,1
Panch Phoron Sabzi,Veg,130,"mixed vegetables, panch phoron, mustard oil, turmeric, green chilli, bay leaf, onion",0.0,0.114286,0.235294,0.145455,0.181818,0.581818,1,1,0,0,1,0,1
Butter Chicken,Non-veg,240,"chicken, butter, cream, tomato puree, onion, garam masala, kasuri methi",0.8181818182,0.457143,0.411765,0.654545,0.509091,0.327273,0,0,0,0,1,0,0
Mutton Biryani,Non-veg,320,"mutton, basmati rice, fried onion, yogurt, saffron, ghee, whole spices",0.0,0.742857,0.764706,0.690909,0.472727,1.0,0,0,0,0,1,0,0
Prawn Masala,Non-veg,280,"prawns, onion, tomato, coconut milk, ginger, garlic, curry leaves",0.7272727273,0.257143,0.294118,0.581818,0.327273,0.290909,0,0,0,0,1,0,1
Egg Curry,Non-veg,160,"eggs, onion, tomato, mustard oil, turmeric, garam masala, coriander",0.7272727273,0.271429,0.235294,0.4,0.436364,0.254545,0,0,0,0,1,0,1
Chicken Saag,Non-veg,230,"chicken, spinach, onion, garlic, cream, garam masala, oil",0.0909090909,0.3,0.411765,0.690909,0.363636,0.218182,0,0,0,0,1,0,1
Chettinad Chicken,Non-veg,250,"chicken, chettinad masala, coconut, onion, kalpasi, marathi mokku, oil",0.2727272727,0.357143,0.470588,0.727273,0.4,0.254545,0,0,0,0,1,0,1
Fish Tikka,Non-veg,240,"fish fillet, yogurt, tikka masala, lemon, mustard oil, ginger, garlic",0.2727272727,0.171429,0.294118,0.618182,0.218182,0.145455,0,0,0,0,1,0,1
Kolhapuri Mutton,Non-veg,310,"mutton, kolhapuri masala, onion, tomato, sesame, coconut, oil",0.0,0.442857,0.588235,0.654545,0.509091,0.290909,0,0,0,0,1,0,0
Goan Prawn Curry,Non-veg,290,"prawns, coconut milk, kokum, green chilli, garlic, turmeric, mustard seeds",1.0,0.257143,0.294118,0.545455,0.363636,0.254545,0,0,0,1,1,0,1
Malabar Fish Curry,Non-veg,260,"snapper fillet, coconut milk, tamarind, shallots, green chilli, ginger, curry leaves",0.2727272727,0.271429,0.294118,0.581818,0.363636,0.290909,0,0,0,0,1,0,1
Mangalorean Chicken Sukka,Non-veg,250,"chicken, dry coconut, coriander seeds, red chilli, garlic, mustard oil, curry leaves",0.9090909091,0.328571,0.411765,0.727273,0.4,0.181818,0,0,0,0,1,0,1
Awadhi Gosht Biryani,Non-veg,330,"mutton, aged basmati rice, fried onion, kewra, ghee, yogurt, saffron",0.5454545455,0.771429,0.882353,0.654545,0.509091,1.0,0,0,0,0,1,0,0
Bangladeshi Hilsa Curry,Non-veg,280,"hilsa fish, mustard paste, turmeric, green chilli, mustard oil, onion, coriander",0.6363636364,0.257143,0.235294,0.581818,0.4,0.145455,0,0,0,0,1,0,1
Maharashtrian Misal Pav,Veg,125,"sprouted moth beans, pav bread, farsan, onion, tomato, coconut oil, usal masala",0.4545454545,0.4,0.235294,0.327273,0.254545,1.0,0,1,0,0,0,0,1
Kerala Puttu Kadala,Veg,120,"rice flour, black chickpeas, coconut, banana, coconut milk, cardamom, cumin",0.7272727273,0.342857,0.294118,0.290909,0.181818,1.0,0,1,0,0,1,0,1
Shakshuka,Veg,160,"eggs, canned tomatoes, bell peppers, onion, cumin, paprika, olive oil",0.0,0.2,0.235294,0.327273,0.363636,0.290909,0,0,0,0,1,1,1
Falafel Bowl,Veg,200,"chickpeas, tahini, flatbread, tomato, cucumber, parsley, lemon",0.8181818182,0.414286,0.352941,0.327273,0.363636,1.0,1,1,0,0,0,1,1
Hummus Plate,Veg,170,"chickpeas, tahini, garlic, lemon, olive oil, paprika, pita bread",0.0909090909,0.314286,0.117647,0.290909,0.327273,0.872727,1,1,0,0,0,1,1
Baba Ganoush,Veg,155,"eggplant, tahini, garlic, lemon juice, olive oil, parsley, cumin",0.7272727273,0.085714,0.176471,0.145455,0.290909,0.4,1,1,0,1,1,1,1
Tabbouleh,Veg,145,"bulgur wheat, parsley, tomato, cucumber, mint, lemon juice, olive oil",0.2727272727,0.128571,0.176471,0.145455,0.181818,0.727273,1,1,0,0,0,1,1
Fattoush Salad,Veg,140,"romaine lettuce, tomato, cucumber, pita chips, sumac, lemon, olive oil",0.2727272727,0.1,0.117647,0.109091,0.218182,0.581818,0,1,0,0,0,1,1
Musakhan Chicken,Non-veg,270,"chicken, flatbread, caramelised onions, sumac, pine nuts, olive oil, allspice",0.0909090909,0.514286,0.529412,0.654545,0.436364,0.763636,0,0,0,0,0,1,0
Lamb Shawarma,Non-veg,290,"lamb, yogurt marinade, garlic, cumin, tahini, flatbread, pickled vegetables",0.2727272727,0.571429,0.470588,0.727273,0.509091,0.690909,0,0,0,0,0,1,0
Mujaddara,Veg,140,"lentils, basmati rice, caramelised onion, cumin, olive oil, parsley, yogurt",0.8181818182,0.314286,0.411765,0.327273,0.218182,1.0,0,1,0,0,1,1,1
Grilled Sea Bass,Non-veg,310,"sea bass, lemon, olive oil, garlic, fresh herbs, capers, cherry tomatoes",0.0,0.2,0.235294,0.690909,0.290909,0.109091,0,0,0,1,1,1,1
Spanakopita,Veg,200,"spinach, feta cheese, phyllo dough, egg, onion, dill, olive oil",0.0909090909,0.314286,0.588235,0.290909,0.4,0.690909,0,1,0,0,0,1,1
Greek Moussaka,Non-veg,260,"minced beef, eggplant, bechamel sauce, onion, tomato, cinnamon, olive oil",0.1818181818,0.514286,0.705882,0.545455,0.545455,0.654545,0,0,0,0,0,1,0
Chicken Souvlaki,Non-veg,240,"chicken thigh, lemon, oregano, garlic, olive oil, pita, tzatziki",0.7272727273,0.342857,0.294118,0.727273,0.290909,0.509091,0,0,0,0,0,1,1
Koshari,Veg,130,"lentils, rice, pasta, fried onions, tomato sauce, cumin, vinegar",0.4545454545,0.4,0.411765,0.327273,0.109091,1.0,1,1,0,0,0,0,1
Lebanese Kibbeh,Non-veg,240,"minced lamb, bulghur wheat, pine nuts, onion, cinnamon, allspice, olive oil",0.0909090909,0.428571,0.470588,0.509091,0.436364,0.690909,0,0,0,0,0,1,0
Turkish Mercimek Corbasi,Veg,140,"red lentils, onion, carrot, butter, paprika, cumin, lemon",0.8181818182,0.2,0.294118,0.327273,0.181818,0.836364,0,1,0,0,1,1,1
Moroccan Vegetable Stew,Veg,185,"chickpeas, sweet potato, zucchini, ras el hanout, tomatoes, onion, coriander",0.6363636364,0.257143,0.411765,0.254545,0.145455,1.0,1,1,0,0,1,1,1
Miso Salmon,Non-veg,310,"salmon fillet, white miso, mirin, soy sauce, ginger, sesame oil, spring onion",0.3636363636,0.314286,0.176471,0.727273,0.363636,0.254545,0,0,0,0,1,0,1
Teriyaki Chicken Rice,Non-veg,240,"chicken thigh, teriyaki sauce, basmati rice, broccoli, sesame seeds, ginger, garlic",0.6363636364,0.457143,0.235294,0.654545,0.254545,1.0,0,0,0,0,1,0,1
Japanese Gyudon,Non-veg,230,"beef slices, onion, dashi, mirin, soy sauce, rice, egg",0.8181818182,0.514286,0.176471,0.581818,0.363636,1.0,0,0,0,0,0,0,0
Bibimbap,Veg,220,"steamed rice, spinach, bean sprouts, carrot, mushrooms, gochujang, sesame oil",0.1818181818,0.4,0.294118,0.254545,0.181818,1.0,1,1,0,0,1,0,1
Kimchi Fried Rice,Non-veg,200,"basmati rice, kimchi, egg, pork belly, sesame oil, spring onion, soy sauce",1.0,0.457143,0.176471,0.363636,0.363636,1.0,0,0,0,0,1,0,0
Thai Green Curry,Non-veg,240,"chicken, coconut milk, green curry paste, Thai basil, bamboo shoots, fish sauce, lime",0.4545454545,0.371429,0.294118,0.581818,0.472727,0.327273,0,0,0,0,1,0,1
Thai Basil Stir Fry,Non-veg,210,"minced pork, Thai basil, garlic, oyster sauce, fish sauce, egg, chilli",0.7272727273,0.342857,0.117647,0.509091,0.4,0.4,0,0,0,0,0,0,0
Pad See Ew,Non-veg,220,"rice noodles, chicken, Chinese broccoli, egg, oyster sauce, dark soy, garlic",0.6363636364,0.457143,0.176471,0.509091,0.254545,1.0,0,0,0,0,1,0,0
Vietnamese Pho,Non-veg,230,"rice noodles, beef broth, beef slices, bean sprouts, basil, lime, hoisin",0.7272727273,0.3,0.647059,0.509091,0.218182,0.8,0,0,0,0,1,0,1
Tom Kha Gai,Non-veg,230,"chicken, coconut milk, galangal, lemongrass, mushrooms, fish sauce, lime",0.6363636364,0.214286,0.294118,0.472727,0.4,0.181818,0,0,0,1,1,0,1
Mapo Tofu,Veg,180,"firm tofu, doubanjiang, sichuan peppercorn, garlic, ginger, soy sauce, sesame oil",0.5454545455,0.171429,0.176471,0.327273,0.327273,0.290909,1,1,0,0,1,0,1
Ramen Tonkotsu,Non-veg,280,"pork broth, ramen noodles, chashu pork, soft egg, corn, nori, spring onion",1.0,0.685714,0.647059,0.581818,0.509091,1.0,0,0,0,0,0,0,0
Hainanese Chicken Rice,Non-veg,230,"whole chicken, jasmine rice, ginger, spring onion, sesame oil, oyster sauce, chicken broth",0.0909090909,0.457143,0.588235,0.654545,0.290909,0.945455,0,0,0,0,1,0,1
Korean Japchae,Veg,200,"glass noodles, spinach, carrot, mushrooms, soy sauce, sesame oil, garlic",1.0,0.314286,0.294118,0.181818,0.181818,1.0,0,1,0,0,1,0,1
Indonesian Nasi Goreng,Non-veg,210,"jasmine rice, egg, chicken, shrimp paste, kecap manis, spring onion, cucumber",0.8181818182,0.457143,0.176471,0.4,0.290909,1.0,0,0,0,0,1,0,0
Malaysian Laksa,Non-veg,240,"rice noodles, coconut milk, prawn, tofu puffs, bean sprouts, laksa paste, lime",0.5454545455,0.485714,0.294118,0.509091,0.472727,0.8,0,0,0,0,1,0,0
Filipino Adobo Chicken,Non-veg,200,"chicken, soy sauce, vinegar, garlic, bay leaf, peppercorns, oil",0.9090909091,0.328571,0.411765,0.654545,0.363636,0.181818,0,0,0,0,1,0,1
Singapore Noodles,Non-veg,220,"rice vermicelli, prawns, egg, curry powder, bean sprouts, spring onion, soy sauce",0.8181818182,0.342857,0.176471,0.472727,0.218182,0.945455,0,0,0,0,1,0,1
Beef Bolognese,Non-veg,290,"minced beef, tomato, onion, carrot, celery, red wine, pasta",0.0,0.6,0.529412,0.618182,0.4,0.981818,0,0,0,0,0,1,0
Pesto Pasta,Veg,210,"pasta, basil pesto, cherry tomatoes, parmesan, pine nuts, olive oil, garlic",0.4545454545,0.542857,0.176471,0.327273,0.472727,1.0,0,1,0,0,0,1,0
Chicken Marsala,Non-veg,280,"chicken breast, marsala wine, mushrooms, butter, shallots, chicken broth, parsley",0.8181818182,0.371429,0.294118,0.727273,0.363636,0.254545,0,0,0,0,1,0,1
Lamb Tagine,Non-veg,310,"lamb shoulder, apricots, chickpeas, ras el hanout, onion, cinnamon, honey",0.2727272727,0.514286,1.0,0.690909,0.4,0.8,0,0,0,0,1,0,1
Beef Bourguignon,Non-veg,330,"beef chuck, red wine, mushrooms, pearl onions, carrot, bacon, thyme",0.4545454545,0.542857,1.0,0.654545,0.509091,0.4,0,0,0,0,1,0,0
Chicken Cacciatore,Non-veg,250,"chicken pieces, canned tomatoes, olives, onion, bell pepper, rosemary, white wine",0.2727272727,0.328571,0.588235,0.690909,0.327273,0.327273,0,0,0,0,1,1,1
Ratatouille,Veg,190,"zucchini, eggplant, bell peppers, tomatoes, onion, thyme, olive oil",0.7272727273,0.085714,0.529412,0.109091,0.218182,0.509091,1,1,0,1,1,1,1
French Onion Soup,Veg,200,"onions, beef broth, baguette, gruyere cheese, butter, thyme, white wine",0.7272727273,0.285714,0.588235,0.254545,0.290909,0.763636,0,1,0,0,0,1,0
Risotto Funghi,Veg,240,"arborio rice, porcini mushrooms, parmesan, white wine, shallots, butter, vegetable broth",0.8181818182,0.457143,0.411765,0.254545,0.327273,1.0,0,1,0,0,1,1,0
Osso Buco,Non-veg,340,"veal shank, gremolata, white wine, carrot, celery, onion, canned tomatoes",0.3636363636,0.485714,0.882353,0.8,0.436364,0.327273,0,0,0,0,1,1,1
Coq au Vin,Non-veg,310,"chicken, red wine, mushrooms, bacon lardons, pearl onions, thyme, chicken stock",0.1818181818,0.457143,0.882353,0.727273,0.472727,0.290909,0,0,0,0,1,1,0
Beef Stew,Non-veg,290,"beef chuck, potato, carrot, onion, celery, beef broth, thyme",0.3636363636,0.4,0.882353,0.654545,0.327273,0.654545,0,0,0,0,1,0,1
Zucchini Frittata,Veg,180,"eggs, zucchini, onion, parmesan, olive oil, basil, salt",0.4545454545,0.157143,0.176471,0.363636,0.363636,0.145455,0,1,0,0,1,1,1
Spanish Tortilla,Veg,175,"potato, egg, onion, olive oil, salt, parsley, paprika",0.3636363636,0.257143,0.294118,0.290909,0.363636,0.581818,0,1,0,0,1,1,0
Swedish Kottbullar,Non-veg,240,"minced pork beef mix, cream sauce, lingonberry, potato, allspice, onion, butter",0.4545454545,0.514286,0.352941,0.545455,0.545455,0.581818,0,0,0,0,0,0,0
Portuguese Caldo Verde,Non-veg,200,"chorizo, kale, potato, onion, olive oil, garlic, vegetable broth",0.0909090909,0.285714,0.411765,0.327273,0.290909,0.690909,0,0,0,0,1,1,0
Polish Bigos,Non-veg,220,"sauerkraut, pork, kielbasa, mushrooms, onion, tomato paste, bay leaf",0.7272727273,0.371429,0.647059,0.509091,0.4,0.436364,0,0,0,0,1,0,0
Hungarian Goulash,Non-veg,250,"beef, onion, paprika, carrot, potato, beef broth, tomato paste",0.1818181818,0.371429,0.823529,0.581818,0.327273,0.654545,0,0,0,0,1,0,1
Georgian Chakhokhbili,Non-veg,240,"chicken, tomatoes, onion, fresh herbs, garlic, butter, adjika",0.9090909091,0.314286,0.470588,0.690909,0.327273,0.254545,0,0,0,0,1,0,1
Iranian Ghormeh Sabzi,Non-veg,270,"lamb, kidney beans, fenugreek leaves, parsley, dried lime, saffron, oil",0.3636363636,0.4,0.764706,0.654545,0.4,0.509091,0,0,0,0,1,0,1
Russian Solyanka,Non-veg,220,"beef, olives, gherkins, tomato paste, onion, lemon, capers",0.7272727273,0.285714,0.529412,0.509091,0.327273,0.4,0,0,0,0,1,0,0
Black Bean Tacos,Veg,170,"black beans, corn tortillas, avocado, salsa, jalapeño, lime, coriander",0.3636363636,0.314286,0.176471,0.290909,0.254545,1.0,1,1,0,0,1,0,1
Chicken Enchiladas,Non-veg,230,"chicken, corn tortillas, enchilada sauce, cheddar, onion, sour cream, coriander",0.8181818182,0.485714,0.411765,0.654545,0.4,0.8,0,0,0,0,1,0,0
Beef Chilli,Non-veg,230,"minced beef, kidney beans, canned tomatoes, onion, cumin, chipotle, bell pepper",0.9090909091,0.4,0.470588,0.618182,0.363636,0.690909,0,0,0,0,1,0,1
Corn Black Bean Bowl,Veg,185,"corn, black beans, quinoa, avocado, salsa verde, lime, coriander",0.1818181818,0.342857,0.176471,0.290909,0.254545,1.0,1,1,0,0,1,0,1
Chicken Burrito Bowl,Non-veg,220,"chicken, brown rice, black beans, corn, avocado, tomato, sour cream",0.0,0.542857,0.235294,0.690909,0.327273,1.0,0,0,0,0,1,0,1
Turkey Meatballs Marinara,Non-veg,220,"minced turkey, egg, breadcrumbs, parmesan, garlic, tomato sauce, basil",0.4545454545,0.342857,0.294118,0.654545,0.290909,0.509091,0,0,0,0,0,0,1
Peruvian Lomo Saltado,Non-veg,260,"beef sirloin, tomato, onion, soy sauce, vinegar, fries, coriander",1.0,0.542857,0.294118,0.618182,0.363636,0.909091,0,0,0,0,0,0,0
Chimichurri Skirt Steak,Non-veg,320,"beef skirt steak, chimichurri sauce, garlic, parsley, vinegar, olive oil, chilli",0.8181818182,0.457143,0.176471,0.8,0.509091,0.109091,0,0,1,1,1,0,1
Brazilian Moqueca,Non-veg,280,"fish fillet, coconut milk, tomato, onion, dende oil, coriander, lime",0.7272727273,0.314286,0.352941,0.618182,0.4,0.290909,0,0,0,0,1,0,1
Cuban Ropa Vieja,Non-veg,250,"shredded beef, tomato, bell pepper, onion, garlic, cumin, olives",0.8181818182,0.371429,0.647059,0.690909,0.290909,0.4,0,0,0,0,1,0,1
Jamaican Jerk Chicken,Non-veg,230,"chicken, scotch bonnet, allspice, thyme, soy sauce, ginger, lime",0.7272727273,0.314286,0.529412,0.727273,0.290909,0.181818,0,0,0,1,1,0,1
Colombian Ajiaco,Non-veg,220,"chicken, three potato varieties, corn, guasca herb, cream, capers, avocado",0.7272727273,0.342857,0.647059,0.545455,0.254545,0.763636,0,0,0,0,1,0,1
Egg Bacon Cups,Non-veg,160,"eggs, bacon, heavy cream, cheddar, spinach, butter, chives",0.8181818182,0.257143,0.176471,0.472727,0.509091,0.072727,0,0,1,0,1,0,0
Cauliflower Steak,Veg,170,"cauliflower, olive oil, garlic, parmesan, rosemary, lemon, paprika",0.1818181818,0.057143,0.294118,0.181818,0.254545,0.327273,0,1,1,0,1,0,1
Zucchini Noodle Alfredo,Veg,190,"zucchini, heavy cream, parmesan, garlic, butter, nutmeg, black pepper",0.7272727273,0.228571,0.176471,0.218182,0.509091,0.254545,0,1,1,0,1,0,1
Keto Chicken Thighs,Non-veg,210,"chicken thighs, butter, garlic, rosemary, lemon, olive oil, dijon mustard",0.5454545455,0.314286,0.294118,0.654545,0.509091,0.072727,0,0,1,1,1,0,1
Broccoli Cheddar Soup,Veg,190,"broccoli, cheddar, heavy cream, onion, garlic, vegetable broth, butter",0.4545454545,0.257143,0.235294,0.290909,0.509091,0.254545,0,1,1,0,1,0,0
Steak Wedge Salad,Non-veg,280,"beef sirloin, iceberg lettuce, blue cheese, bacon, cherry tomatoes, olive oil, walnuts",0.7272727273,0.342857,0.176471,0.654545,0.509091,0.218182,0,0,1,1,1,0,1
Smoked Salmon Avocado,Non-veg,270,"smoked salmon, avocado, cucumber, cream cheese, lemon, capers, dill",0.2727272727,0.228571,0.058824,0.509091,0.472727,0.145455,0,0,1,0,1,1,1
Egg Salad Lettuce Wraps,Veg,160,"hard boiled eggs, mayo, mustard, celery, lettuce, chives, paprika",0.3636363636,0.114286,0.117647,0.327273,0.363636,0.109091,0,1,1,0,1,0,1
Lentil Bolognese,Veg,180,"green lentils, canned tomatoes, carrot, celery, red wine, pasta, basil",0.8181818182,0.4,0.411765,0.4,0.145455,1.0,1,1,0,0,0,1,1
Roasted Chickpea Tacos,Veg,165,"chickpeas, corn tortillas, red cabbage, lime, avocado, chipotle, cumin",0.0,0.314286,0.294118,0.290909,0.218182,1.0,1,1,0,0,1,0,1
Mushroom Bourguignon,Veg,210,"portobello mushrooms, red wine, carrot, onion, thyme, lentils, vegetable broth",0.7272727273,0.228571,0.647059,0.290909,0.145455,0.8,1,1,0,0,1,1,1
Black Bean Soup,Veg,150,"black beans, onion, garlic, cumin, vegetable broth, lime, coriander",0.8181818182,0.2,0.352941,0.327273,0.109091,0.909091,1,1,0,0,1,0,1
Tempeh Stir Fry,Veg,200,"tempeh, bok choy, carrot, soy sauce, ginger, sesame oil, brown rice",0.5454545455,0.371429,0.176471,0.472727,0.290909,0.909091,1,1,0,0,1,0,1
Jackfruit Pulled Tacos,Veg,175,"jackfruit, taco seasoning, corn tortillas, avocado, red onion, lime, jalapeño",0.9090909091,0.257143,0.235294,0.145455,0.181818,1.0,1,1,0,0,1,0,1
Sweet Potato Black Bean Burrito,Veg,170,"sweet potato, black beans, brown rice, avocado, salsa, cumin, lime",0.0,0.457143,0.352941,0.254545,0.181818,1.0,1,1,0,0,1,0,1
White Bean Minestrone,Veg,160,"white beans, zucchini, pasta, tomatoes, carrot, basil, vegetable broth",0.2727272727,0.257143,0.411765,0.290909,0.109091,1.0,1,1,0,0,0,1,1
Edamame Soba Bowl,Veg,190,"soba noodles, edamame, carrot, cucumber, soy sauce, sesame oil, ginger",0.2727272727,0.314286,0.176471,0.363636,0.181818,1.0,1,1,0,0,0,0,1
Balinese Tempeh Sambal,Veg,175,"tempeh, sambal sauce, shallots, garlic, lime, palm sugar, kaffir lime leaves",0.2727272727,0.214286,0.176471,0.363636,0.290909,0.509091,1,1,0,0,1,0,1
Tofu Tikka Masala,Veg,190,"firm tofu, tomato puree, cream, onion, tikka masala, ginger, garlic",0.2727272727,0.257143,0.294118,0.4,0.327273,0.436364,0,1,0,0,1,0,1
Egyptian Ful Medames,Veg,120,"fava beans, lemon juice, garlic, cumin, olive oil, parsley, tomato",0.1818181818,0.2,0.176471,0.327273,0.181818,0.8,1,1,0,0,1,0,1
Tuscan Bean Soup,Veg,180,"cannellini beans, kale, tomatoes, rosemary, garlic, olive oil, vegetable broth",0.9090909091,0.2,0.294118,0.327273,0.145455,0.8,1,1,0,0,1,1,1
Moroccan Harira,Non-veg,200,"lamb, lentils, chickpeas, tomato, cinnamon, coriander, lemon",0.6363636364,0.371429,0.529412,0.545455,0.290909,0.8,0,0,0,0,1,0,1
Pumpkin Coconut Soup,Veg,160,"pumpkin, onion, vegetable broth, coconut milk, ginger, cumin, olive oil",0.8181818182,0.085714,0.294118,0.109091,0.218182,0.581818,1,1,0,0,1,0,1
Clam Chowder,Non-veg,230,"clams, potato, heavy cream, bacon, onion, celery, thyme",0.1818181818,0.4,0.352941,0.4,0.509091,0.545455,0,0,0,0,1,0,0
Tom Yum Soup,Non-veg,210,"prawns, lemongrass, galangal, kaffir lime leaves, mushrooms, fish sauce, lime",0.3636363636,0.057143,0.235294,0.4,0.145455,0.218182,0,0,0,0,1,0,1
Lemon Chicken Orzo,Non-veg,220,"chicken, orzo pasta, spinach, lemon, garlic, chicken broth, parmesan",0.7272727273,0.4,0.352941,0.618182,0.254545,0.836364,0,0,0,0,0,1,1
Sri Lankan Dhal Curry,Veg,120,"red lentils, coconut milk, pandan leaf, curry leaves, mustard seeds, turmeric, tomato",0.0,0.228571,0.294118,0.327273,0.254545,0.727273,1,1,0,0,1,0,1
Ethiopian Doro Wat,Non-veg,250,"chicken, berbere spice, onion, niter kibbeh, egg, garlic, ginger",0.0909090909,0.4,0.647059,0.690909,0.436364,0.327273,0,0,0,0,1,0,1
Jollof Rice Chicken,Non-veg,220,"rice, chicken, tomato, onion, scotch bonnet, bay leaf, vegetable broth",0.8181818182,0.514286,0.529412,0.545455,0.254545,1.0,0,0,0,0,1,0,1
Nepalese Dal Bhat,Veg,120,"toor dal, basmati rice, spinach, mustard oil, fenugreek, turmeric, tomato",0.5454545455,0.4,0.352941,0.363636,0.145455,1.0,1,1,0,0,1,0,1
Afghan Kabuli Pulao,Non-veg,260,"lamb, basmati rice, carrot, raisins, cardamom, rose water, fried onion",0.2727272727,0.6,0.705882,0.545455,0.363636,1.0,0,0,0,0,1,0,0
Poke Bowl,Non-veg,260,"salmon, sushi rice, edamame, cucumber, avocado, soy sauce, sesame seeds",0.1818181818,0.485714,0.117647,0.618182,0.363636,0.945455,0,0,0,0,1,0,1
Farro Grain Bowl,Veg,200,"farro, roasted vegetables, kale, goat cheese, walnuts, balsamic, lemon",0.1818181818,0.4,0.352941,0.290909,0.327273,1.0,0,1,0,0,0,0,1
Warm Lentil Salad,Veg,165,"green lentils, roasted beetroot, goat cheese, walnuts, arugula, dijon vinaigrette, thyme",0.9090909091,0.285714,0.294118,0.363636,0.290909,0.727273,0,1,0,0,1,0,1
Chicken Caesar Salad,Non-veg,220,"chicken breast, romaine, parmesan, croutons, caesar dressing, lemon, anchovy",0.2727272727,0.342857,0.176471,0.690909,0.4,0.4,0,0,0,0,0,0,1
